arrival_1,arrival_3,arrival_2,stop_id,current_time,bus_id
 5:43 PM,,,1616,2022-04-24 17:02:15.633,20
10:51 AM,11:21 AM,12:21 PM,1615,2022-04-24 17:02:18.560,18
10:55 AM,11:25 AM,12:25 PM,2448,2022-04-24 17:02:20.164,18
 5:40 PM,,,2102,2022-04-24 17:02:21.418,20
10:19 AM,12:19 P, 1:19 PM,2671,2022-04-24 17:02:21.611,19
10:22 AM,12:22 PM, 1:22 PM,2674,2022-04-24 17:02:25.539,19
 5:42 PM,,,1617,2022-04-24 17:02:28.603,20
 5:45 PM,,,1615,2022-04-24 17:03:08.262,20
 5:49 PM,,,2448,2022-04-24 17:03:09.988,20
10:21 AM,12:21 PM, 1:21 PM,2672,2022-04-24 17:03:13.171,19
10:22 AM,12:22 PM, 1:22 PM,2675,2022-04-24 17:03:16.353,19
10:24 AM,12:24 PM, 1:24 PM,2676,2022-04-24 17:03:19.284,19
11:31 AM,12:31 PM, 2:31 PM,1616,2022-04-24 18:00:30.466,10
11:37 AM,12:37 PM, 2:37 PM,2448,2022-04-24 18:00:34.395,10
,,,2674,2022-04-24 18:00:38.375,15
11:29 AM,12:29 PM, 2:29 PM,1617,2022-04-24 18:01:19.658,10
11:32 AM,12:32 PM, 2:32 PM,1615,2022-04-24 18:01:22.148,10
,,,2672,2022-04-24 18:01:25.545,15
,,,2671,2022-04-24 18:01:26.875,15
11:15 AM,12:16 PM,12:46 PM,2102,2022-04-24 18:01:26.533,18
11:16 AM,12:17 PM,12:47 PM,1617,2022-04-24 18:01:25.961,18
,,,2675,2022-04-24 18:01:29.648,15
11:18 AM,12:19 P,12:49 PM,1616,2022-04-24 18:01:29.632,18
11:23 AM,12:23 PM,12:53 PM,2448,2022-04-24 18:01:31.535,18
,,,2676,2022-04-24 18:01:31.071,15
 1:50 PM, 4:50 PM, 7:05 PM,2102,2022-04-24 18:01:33.559,20
 1:55 PM, 4:55 PM, 7:10 PM,1615,2022-04-24 18:01:37.160,20
11:21 AM,12:21 PM, 1:21 PM,2671,2022-04-24 18:01:40.090,19
11:23 AM,12:23 PM, 1:23 PM,2672,2022-04-24 18:01:41.519,19
11:24 AM,12:24 PM, 1:24 PM,2674,2022-04-24 18:01:43.419,19
11:20 AM,12:20 PM,12:50 PM,1615,2022-04-24 18:02:19.630,18
 1:52 PM, 4:52 PM, 7:07 PM,1617,2022-04-24 18:02:24.100,20
 1:53 PM, 4:53 PM, 7:08 PM,1616,2022-04-24 18:02:25.148,20
 1:59 PM, 4:59 PM, 7:14 PM,2448,2022-04-24 18:02:27.754,20
11:26 AM,12:26 PM, 1:26 PM,2675,2022-04-24 18:02:34.306,19
11:29 AM,12:29 PM, 1:29 PM,2676,2022-04-24 18:02:36.965,19
12:40 PM, 1:40 PM, 2:40 PM,1615,2022-04-24 19:00:49.869,10
,,,2674,2022-04-24 19:00:56.019,15
12:34 PM, 1:34 PM, 2:34 PM,1617,2022-04-24 19:01:36.104,10
12:37 PM, 1:37 PM, 2:37 PM,1616,2022-04-24 19:01:37.740,10
,,,2676,2022-04-24 19:01:41.810,15
12:43 PM, 1:43 PM, 2:43 PM,2448,2022-04-24 19:01:41.179,10
12:23 PM,12:47 PM, 1:17 PM,2102,2022-04-24 19:01:42.460,18
,,,2672,2022-04-24 19:01:43.047,15
,,,2671,2022-04-24 19:01:44.783,15
12:24 PM,12:49 PM, 1:19 PM,1617,2022-04-24 19:01:44.950,18
12:27 PM,12:52 PM, 1:22 PM,1615,2022-04-24 19:01:48.050,18
,,,2675,2022-04-24 19:01:48.913,15
12:30 PM,12:55 PM, 1:25 PM,2448,2022-04-24 19:01:50.918,18
 1:52 PM, 2:52 PM, 4:52 PM,1617,2022-04-24 19:01:52.919,20
 1:53 PM, 2:53 PM, 4:53 PM,1616,2022-04-24 19:01:54.712,20
12:23 PM, 1:23 PM, 3:23 PM,2672,2022-04-24 19:02:00.366,19
12:25 PM,12:50 PM, 1:20 PM,1616,2022-04-24 19:02:37.515,18
12:25 PM, 1:25 PM, 3:25 PM,2675,2022-04-24 19:02:40.829,19
 1:50 PM, 2:50 PM, 4:50 PM,2102,2022-04-24 19:02:46.034,20
 1:55 PM, 2:55 PM, 4:55 PM,1615,2022-04-24 19:02:45.622,20
 1:59 PM, 2:59 PM, 4:59 PM,2448,2022-04-24 19:02:47.223,20
12:21 PM, 1:21 PM, 3:21 PM,2671,2022-04-24 19:02:49.325,19
12:24 PM, 1:24 PM, 3:24 PM,2674,2022-04-24 19:02:54.425,19
12:28 P, 1:28 PM, 3:28 PM,2676,2022-04-24 19:03:35.344,19
 1:40 PM, 2:40 PM, 3:37 PM,1615,2022-04-24 20:00:42.439,10
,,,2672,2022-04-24 20:00:45.160,15
,,,2675,2022-04-24 20:00:50.090,15
 1:37 PM, 2:37 PM, 3:34 PM,1616,2022-04-24 20:01:29.306,10
 1:34 PM, 2:34 PM, 3:31 PM,1617,2022-04-24 20:01:28.557,10
 1:43 PM, 2:43 PM, 3:40 PM,2448,2022-04-24 20:01:32.966,10
 1:15 PM, 1:46 PM, 2:16 PM,1617,2022-04-24 20:01:33.154,18
 1:17 PM, 1:48 PM, 2:18 PM,1616,2022-04-24 20:01:35.968,18
,,,2671,2022-04-24 20:01:37.052,15
 1:19 PM, 1:50 PM, 2:20 PM,1615,2022-04-24 20:01:37.546,18
,,,2674,2022-04-24 20:01:38.074,15
 1:23 P, 1:54 PM, 2:24 PM,2448,2022-04-24 20:01:39.081,18
 2:50 PM, 3:05 PM,,2102,2022-04-24 20:01:41.352,20
,,,2676,2022-04-24 20:01:43.458,15
 2:52 PM, 3:07 PM,,1617,2022-04-24 20:01:42.521,20
 2:53 PM, 3:08 PM,,1616,2022-04-24 20:01:43.777,20
 2:55 PM, 3:10 PM,,1615,2022-04-24 20:01:45.349,20
 2:59 PM, 3:14 PM,,2448,2022-04-24 20:01:46.368,20
 1:14 PM, 1:45 PM, 2:14 PM,2102,2022-04-24 20:02:21.451,18
 1:23 P, 2:23 PM, 4:23 PM,2671,2022-04-24 20:02:37.074,19
 1:27 PM, 2:27 PM, 4:27 PM,2674,2022-04-24 20:02:39.933,19
 1:25 PM, 2:25 PM, 4:25 PM,2672,2022-04-24 20:02:38.885,19
 1:28 PM, 2:28 PM, 4:28 PM,2675,2022-04-24 20:02:42.014,19
 1:30 P, 2:30 PM, 4:30 PM,2676,2022-04-24 20:02:42.916,19
 2:34 PM, 3:31 PM, 4:31 PM,1617,2022-04-24 21:00:36.244,10
,,,2671,2022-04-24 21:00:45.692,15
 2:37 PM, 3:34 PM, 4:34 PM,1616,2022-04-24 21:01:28.542,10
 2:40 PM, 3:37 PM, 4:37 PM,1615,2022-04-24 21:01:31.199,10
 2:43 PM, 3:40 PM, 4:40 PM,2448,2022-04-24 21:01:32.026,10
,,,2672,2022-04-24 21:01:34.175,15
,,,2674,2022-04-24 21:01:37.937,15
,,,2675,2022-04-24 21:01:39.164,15
,,,2676,2022-04-24 21:02:22.677,15
 2:19 PM, 2:49 PM, 3:19 PM,2102,2022-04-24 21:02:24.645,18
 2:22 PM, 2:52 PM, 3:22 PM,1616,2022-04-24 21:02:28.132,18
 2:20 PM, 2:50 PM, 3:20 PM,1617,2022-04-24 21:02:27.346,18
 3:07 PM, 4:07 PM, 4:52 PM,1617,2022-04-24 21:02:28.139,20
 2:24 PM, 2:54 PM, 3:24 PM,1615,2022-04-24 21:02:30.655,18
 2:28 PM, 2:58 PM, 3:28 PM,2448,2022-04-24 21:02:32.672,18
 3:14 PM, 4:14 PM, 4:59 PM,2448,2022-04-24 21:02:34.662,20
 2:25 PM, 3:25 PM, 5:25 PM,2672,2022-04-24 21:02:37.569,19
 2:28 PM, 3:28 PM, 5:28 PM,2674,2022-04-24 21:02:38.958,19
 2:29 PM, 3:29 PM, 5:29 PM,2675,2022-04-24 21:02:42.600,19
 3:05 PM, 4:05 PM, 4:50 PM,2102,2022-04-24 21:03:17.094,20
 3:08 PM, 4:08 PM, 4:53 PM,1616,2022-04-24 21:03:20.722,20
 3:10 PM, 4:10 PM, 4:55 PM,1615,2022-04-24 21:03:24.496,20
 2:22 PM, 3:22 PM, 5:22 PM,2671,2022-04-24 21:03:25.159,19
 2:31 P, 3:31 PM, 5:31 PM,2676,2022-04-24 21:03:34.020,19
 3:40 PM, 4:40 PM, 5:40 PM,2448,2022-04-24 22:00:33.779,10
,,,2671,2022-04-24 22:00:38.198,15
,,,2674,2022-04-24 22:00:40.007,15
 3:31 PM, 4:31 P, 5:31 PM,1617,2022-04-24 22:01:17.487,10
 3:34 PM, 4:34 P, 5:34 PM,1616,2022-04-24 22:01:18.696,10
 3:37 P, 4:37 PM, 5:37 PM,1615,2022-04-24 22:01:21.229,10
 3:19 PM, 3:47 PM, 4:17 PM,2102,2022-04-24 22:01:22.808,18
,,,2672,2022-04-24 22:01:25.488,15
 3:23 PM, 3:51 PM, 4:21 PM,1615,2022-04-24 22:01:28.192,18
,,,2675,2022-04-24 22:01:31.614,15
,,,2676,2022-04-24 22:01:33.949,15
 3:11 PM, 4:07 PM, 4:52 PM,1617,2022-04-24 22:01:37.372,20
 3:20 PM, 3:48 PM, 4:18 PM,1617,2022-04-24 22:02:14.272,18
 3:22 PM, 3:50 PM, 4:20 PM,1616,2022-04-24 22:02:15.976,18
 3:30 PM, 3:59 PM, 4:29 PM,2448,2022-04-24 22:02:19.658,18
 3:09 PM, 4:05 PM, 4:50 PM,2102,2022-04-24 22:02:22.259,20
 3:27 PM, 4:27 PM, 6:27 PM,2672,2022-04-24 22:02:24.343,19
 3:12 PM, 4:08 PM, 4:53 PM,1616,2022-04-24 22:02:27.799,20
 3:14 PM, 4:10 PM, 4:55 PM,1615,2022-04-24 22:02:30.938,20
 3:25 PM, 4:25 PM, 6:25 PM,2671,2022-04-24 22:03:10.351,19
 3:18 PM, 4:14 PM, 4:59 PM,2448,2022-04-24 22:03:10.800,20
 3:28 PM, 4:28 PM, 6:28 PM,2674,2022-04-24 22:03:16.472,19
 3:29 PM, 4:29 P, 6:29 PM,2675,2022-04-24 22:03:18.234,19
 3:32 PM, 4:32 PM, 6:32 PM,2676,2022-04-24 22:03:21.924,19
 4:40 PM, 5:40 PM,,2448,2022-04-24 23:00:38.580,10
,,,2672,2022-04-24 23:00:41.463,15
,,,2674,2022-04-24 23:00:48.261,15
 4:31 P, 5:31 P,,1617,2022-04-24 23:01:21.630,10
 4:34 P, 5:34 PM,,1616,2022-04-24 23:01:23.198,10
 4:37 PM, 5:37 PM,,1615,2022-04-24 23:01:25.958,10
,,,2671,2022-04-24 23:01:33.379,15
,,,2675,2022-04-24 23:01:37.591,15
,,,2676,2022-04-24 23:01:41.831,15
 4:10 PM, 6:07 PM, 6:52 PM,2102,2022-04-24 23:01:46.643,20
 4:21 PM, 4:48 PM, 5:18 PM,2102,2022-04-24 23:02:14.958,18
 4:23 PM, 4:49 PM, 5:19 PM,1617,2022-04-24 23:02:16.663,18
 4:25 PM, 4:51 PM, 5:21 PM,1616,2022-04-24 23:02:20.553,18
 4:27 PM, 4:53 PM, 5:23 PM,1615,2022-04-24 23:02:26.216,18
 4:24 PM, 5:24 PM,,2671,2022-04-24 23:02:30.636,19
arriving, 4:33 PM, 4:59 PM,2448,2022-04-24 23:02:30.673,18
 4:11 PM, 6:08 PM, 6:53 PM,1617,2022-04-24 23:02:40.003,20
 4:29 P, 5:29 PM,,2675,2022-04-24 23:02:43.445,19
 4:13 PM, 6:10 PM, 6:55 PM,1616,2022-04-24 23:03:10.460,20
 4:14 PM, 6:12 PM, 6:57 PM,1615,2022-04-24 23:03:12.624,20
 4:17 PM, 6:15 PM, 7:00 PM,2448,2022-04-24 23:03:15.768,20
 4:26 PM, 5:26 PM,,2672,2022-04-24 23:03:24.557,19
 4:28 PM, 5:28 PM,,2674,2022-04-24 23:03:26.110,19
 4:31 P, 5:31 P,,2676,2022-04-24 23:03:38.292,19
 5:40 PM,,,2448,2022-04-25 00:00:36.782,10
 5:31 P,,,1617,2022-04-25 00:01:19.246,10
 5:34 PM,,,1616,2022-04-25 00:01:21.536,10
 5:37 PM,,,1615,2022-04-25 00:01:23.537,10
,,,2675,2022-04-25 00:01:25.240,15
,,,2672,2022-04-25 00:01:27.503,15
,,,2671,2022-04-25 00:01:29.084,15
,,,2674,2022-04-25 00:01:30.595,15
 5:25 PM, 5:53 PM, 6:23 PM,1615,2022-04-25 00:01:32.176,18
,,,2676,2022-04-25 00:02:16.118,15
 5:21 PM, 5:48 PM, 6:18 PM,2102,2022-04-25 00:02:17.427,18
 5:24 PM, 5:51 PM, 6:21 PM,1616,2022-04-25 00:02:20.358,18
 5:22 PM, 5:49 PM, 6:19 PM,1617,2022-04-25 00:02:19.940,18
 5:32 PM, 5:59 PM, 6:29 PM,2448,2022-04-25 00:02:24.186,18
 6:07 PM, 6:52 PM, 7:05 PM,2102,2022-04-25 00:02:25.093,20
 6:16 PM, 7:01 PM, 7:12 PM,2448,2022-04-25 00:02:25.807,20
 6:09 PM, 6:54 PM, 7:06 PM,1617,2022-04-25 00:03:11.049,20
 6:11 PM, 6:56 PM, 7:08 PM,1616,2022-04-25 00:03:12.594,20
 6:13 PM, 6:58 PM, 7:10 PM,1615,2022-04-25 00:03:13.657,20
 5:24 PM, 6:24 PM, 9:24 PM,2671,2022-04-25 00:03:18.386,19
 5:31 P, 6:31 PM, 9:31 PM,2676,2022-04-25 00:03:17.410,19
 5:26 PM, 6:26 PM, 9:26 PM,2672,2022-04-25 00:03:19.691,19
 5:28 P, 6:28 PM, 9:28 PM,2674,2022-04-25 00:03:21.328,19
 5:29 PM, 6:29 PM, 9:29 PM,2675,2022-04-25 00:04:04.751,19
,,,2671,2022-04-25 01:00:38.077,15
,,,2674,2022-04-25 01:00:42.222,15
,,,1617,2022-04-25 01:01:18.192,10
,,,1616,2022-04-25 01:01:20.154,10
,,,1615,2022-04-25 01:01:22.071,10
,,,2676,2022-04-25 01:01:23.311,15
,,,2448,2022-04-25 01:01:24.891,10
,,,2672,2022-04-25 01:01:26.039,15
arriving, 6:33 PM, 7:02 PM,2448,2022-04-25 01:01:30.916,18
,,,2675,2022-04-25 01:01:36.924,15
 6:21 PM, 6:50 PM, 7:20 PM,2102,2022-04-25 01:02:13.583,18
 6:23 PM, 6:52 PM, 7:22 PM,1617,2022-04-25 01:02:15.372,18
 6:24 PM, 6:54 PM, 7:24 PM,1616,2022-04-25 01:02:17.044,18
 6:12 PM, 7:08 PM, 8:12 P,1616,2022-04-25 01:02:18.759,20
 6:26 PM, 6:55 PM, 7:25 PM,1615,2022-04-25 01:02:19.317,18
 6:14 PM, 7:10 PM, 8:14 PM,1615,2022-04-25 01:02:20.035,20
 6:08 PM, 7:05 PM, 8:08 P,2102,2022-04-25 01:02:24.176,20
 6:30 PM, 8:26 PM, 9:30 PM,2675,2022-04-25 01:02:28.957,19
 6:10 PM, 7:06 PM, 8:10 P,1617,2022-04-25 01:02:31.360,20
 6:33 PM, 8:27 PM, 9:33 PM,2676,2022-04-25 01:02:32.881,19
 6:18 PM, 7:12 PM, 8:17 PM,2448,2022-04-25 01:03:11.270,20
 6:25 PM, 8:20 PM, 9:25 PM,2671,2022-04-25 01:03:13.348,19
 6:27 P, 8:22 PM, 9:27 PM,2672,2022-04-25 01:03:15.156,19
 6:29 PM, 8:25 PM, 9:29 PM,2674,2022-04-25 01:03:16.924,19
 7:32 AM, 8:29 AM,10:29 AM,1617,2022-04-25 14:00:33.007,10
 7:33 AM, 8:30 AM,10:30 AM,1616,2022-04-25 14:00:32.993,10
 7:37 AM, 8:34 AM,10:34 AM,2448,2022-04-25 14:00:37.457,10
 7:30 AM, 8:00 AM, 8:30 AM,2672,2022-04-25 14:00:39.746,15
 7:29 AM, 7:59 AM, 8:29 AM,2671,2022-04-25 14:00:41.636,15
 7:10 AM, 7:39 AM, 8:09 AM,2102,2022-04-25 14:00:49.087,18
 7:34 AM, 8:31 AM,10:31 AM,1615,2022-04-25 14:01:25.912,10
 7:13 AM, 7:42 AM, 8:12 AM,1615,2022-04-25 14:01:31.041,18
 7:32 AM, 8:02 AM, 8:32 AM,2674,2022-04-25 14:01:33.760,15
 7:33 AM, 8:03 AM, 8:33 AM,2675,2022-04-25 14:01:36.383,15
 7:35 AM, 8:05 AM, 8:35 AM,2676,2022-04-25 14:01:37.026,15
 7:11 AM, 7:39 AM, 8:09 AM,1617,2022-04-25 14:01:41.799,18
 7:12 AM, 7:41 AM, 8:11 AM,1616,2022-04-25 14:01:42.485,18
 1:03 PM, 1:08 PM, 8:08 PM,1616,2022-04-25 14:01:43.296,20
 1:04 PM, 1:09 PM, 8:09 PM,1615,2022-04-25 14:01:46.736,20
 1:08 PM, 1:13 PM, 8:13 PM,2448,2022-04-25 14:01:48.676,20
 7:21 AM, 8:21 AM,10:21 AM,2672,2022-04-25 14:01:51.604,19
 7:22 AM, 8:22 AM,10:22 AM,2674,2022-04-25 14:01:54.738,19
 7:22 AM, 8:22 AM,10:22 AM,2675,2022-04-25 14:01:57.801,19
 7:16 AM, 7:44 AM, 8:14 AM,2448,2022-04-25 14:02:25.394,18
12:59 PM, 1:04 PM, 8:04 PM,2102,2022-04-25 14:02:26.646,20
 1:01 PM, 1:06 PM, 8:06 PM,1617,2022-04-25 14:02:31.258,20
 7:19 AM, 8:19 AM,10:19 AM,2671,2022-04-25 14:02:39.609,19
 7:24 AM, 8:24 AM,10:24 AM,2676,2022-04-25 14:02:49.287,19
 9:22 AM, 9:27 AM,11:27 AM,1617,2022-04-25 15:00:32.059,10
 9:23 AM, 9:28 AM,11:28 AM,1616,2022-04-25 15:00:34.152,10
 9:25 AM, 9:30 AM,11:30 AM,1615,2022-04-25 15:00:37.125,10
 9:28 AM, 9:33 AM,11:33 AM,2448,2022-04-25 15:00:37.496,10
 8:27 AM, 8:57 AM, 9:27 AM,2671,2022-04-25 15:00:41.747,15
arriving, 8:30 AM, 9:00 AM,2674,2022-04-25 15:00:44.823,15
 8:17 AM, 8:45 AM, 9:00 AM,1616,2022-04-25 15:00:53.842,18
 8:15 AM, 8:43 AM, 8:58 AM,1617,2022-04-25 15:00:56.850,18
 8:02 AM, 8:31 AM, 9:01 AM,2675,2022-04-25 15:01:35.695,15
 8:03 AM, 8:33 AM, 9:03 AM,2676,2022-04-25 15:01:37.614,15
 8:04 AM,11:02 AM, 1:02 PM,2102,2022-04-25 15:01:41.632,20
 8:29 AM, 8:59 AM, 9:29 AM,2672,2022-04-25 15:01:41.810,15
 8:14 AM, 8:42 AM, 8:57 AM,2102,2022-04-25 15:01:42.063,18
 8:06 AM,11:05 AM, 1:05 PM,1617,2022-04-25 15:01:43.802,20
 8:08 AM,11:06 AM, 1:06 PM,1616,2022-04-25 15:01:46.626,20
 8:18 AM, 8:46 AM, 9:01 AM,1615,2022-04-25 15:01:47.619,18
 8:22 AM, 8:52 AM, 9:12 AM,2671,2022-04-25 15:01:52.166,19
 8:22 AM, 8:50 AM, 9:05 AM,2448,2022-04-25 15:01:51.812,18
 8:24 AM, 8:54 AM, 9:14 AM,2672,2022-04-25 15:01:53.844,19
 8:26 AM, 8:56 AM, 9:16 AM,2674,2022-04-25 15:01:56.691,19
 8:28 AM, 8:58 AM, 9:18 AM,2675,2022-04-25 15:01:58.785,19
 8:29 AM, 8:59 AM, 9:19 AM,2676,2022-04-25 15:02:00.040,19
 8:10 AM,11:08 AM, 1:08 PM,1615,2022-04-25 15:02:37.645,20
 8:13 AM,11:11 AM, 1:11 PM,2448,2022-04-25 15:02:39.390,20
 9:35 AM,10:35 AM,11:35 AM,1615,2022-04-25 16:02:03.397,10
 9:39 AM,10:39 AM,11:39 AM,2448,2022-04-25 16:02:05.698,10
 9:03 AM, 9:30 AM,10:00 AM,2672,2022-04-25 16:02:09.833,15
 9:04 AM, 9:32 AM,10:02 AM,2674,2022-04-25 16:02:19.102,15
 9:07 AM, 9:34 AM,10:04 AM,2675,2022-04-25 16:02:26.877,15
 9:19 AM,10:18 AM,10:48 AM,2102,2022-04-25 16:02:36.039,18
 9:32 AM,10:32 AM,11:32 AM,1617,2022-04-25 16:02:41.302,10
 9:34 AM,10:34 AM,11:34 AM,1616,2022-04-25 16:02:46.537,10
arriving, 9:29 AM, 9:59 AM,2671,2022-04-25 16:03:01.684,15
 9:08 AM, 9:36 AM,10:06 AM,2676,2022-04-25 16:03:20.194,15
 9:20 AM,10:20 AM,10:50 AM,1617,2022-04-25 16:03:28.487,18
 9:24 AM,10:23 AM,10:53 AM,1615,2022-04-25 16:03:34.275,18
 9:09 AM,10:02 AM, 1:02 PM,1616,2022-04-25 16:03:34.247,20
 9:22 AM,10:21 AM,10:51 AM,1616,2022-04-25 16:03:34.161,18
 9:27 AM,10:26 AM,10:56 AM,2448,2022-04-25 16:03:42.208,18
 9:26 AM, 9:46 AM,10:26 AM,2672,2022-04-25 16:03:46.536,19
 9:27 AM, 9:47 AM,10:27 AM,2674,2022-04-25 16:03:52.706,19
 9:06 AM,10:00 AM, 1:00 PM,2102,2022-04-25 16:03:55.568,20
 9:07 AM,10:01 AM, 1:01 PM,1617,2022-04-25 16:04:13.936,20
 9:10 AM,10:04 AM, 1:04 PM,1615,2022-04-25 16:04:28.789,20
 9:13 AM,10:07 AM, 1:07 PM,2448,2022-04-25 16:04:30.993,20
 9:23 AM, 9:43 AM,10:23 AM,2671,2022-04-25 16:04:33.593,19
 9:29 AM, 9:49 AM,10:29 AM,2675,2022-04-25 16:04:46.192,19
arriving, 9:32 AM, 9:52 AM,2676,2022-04-25 16:04:50.832,19
10:02 AM,10:31 AM,11:01 AM,2672,2022-04-25 17:01:05.986,15
10:29 AM,11:29 AM, 1:29 PM,1617,2022-04-25 17:01:43.278,10
10:31 AM,11:31 AM, 1:31 PM,1616,2022-04-25 17:01:47.345,10
10:33 AM,11:33 AM, 1:33 PM,1615,2022-04-25 17:01:49.898,10
10:36 AM,11:36 AM, 1:36 PM,2448,2022-04-25 17:01:54.524,10
arriving,10:29 AM,10:59 AM,2671,2022-04-25 17:01:59.623,15
10:03 AM,10:32 AM,11:02 AM,2674,2022-04-25 17:02:10.839,15
10:04 AM,10:34 AM,11:04 AM,2675,2022-04-25 17:02:37.154,15
10:06 AM,10:36 AM,11:06 AM,2676,2022-04-25 17:02:41.959,15
10:26 AM,10:50 AM,11:20 AM,2448,2022-04-25 17:02:44.729,18
10:20 AM,10:44 AM,11:14 AM,2102,2022-04-25 17:02:45.622,18
11:08 AM, 1:03 PM, 1:08 PM,2102,2022-04-25 17:02:46.774,20
10:21 AM,10:45 AM,11:15 AM,1617,2022-04-25 17:02:48.985,18
11:09 AM, 1:04 PM, 1:09 PM,1617,2022-04-25 17:02:50.858,20
11:12 AM, 1:07 PM, 1:12 PM,1615,2022-04-25 17:02:55.070,20
10:22 AM,10:46 AM,11:16 AM,1616,2022-04-25 17:02:55.622,18
10:23 AM,10:47 AM,11:17 AM,1615,2022-04-25 17:03:05.296,18
10:28 AM,10:58 AM,11:28 AM,2675,2022-04-25 17:03:09.026,19
11:10 A, 1:05 PM, 1:10 PM,1616,2022-04-25 17:03:42.081,20
11:16 AM, 1:11 PM, 1:16 PM,2448,2022-04-25 17:03:47.078,20
10:23 AM,10:53 AM,11:23 AM,2671,2022-04-25 17:03:49.080,19
10:25 AM,10:55 AM,11:25 AM,2672,2022-04-25 17:03:52.020,19
10:26 AM,10:56 AM,11:26 AM,2674,2022-04-25 17:03:55.833,19
10:30 AM,11:00 AM,11:30 AM,2676,2022-04-25 17:04:03.052,19
11:38 AM,12:38 PM, 1:38 PM,2448,2022-04-25 18:01:35.827,10
11:31 AM,12:31 PM, 1:31 PM,1617,2022-04-25 18:02:15.756,10
11:33 AM,12:33 PM, 1:33 PM,1616,2022-04-25 18:02:19.354,10
11:35 AM,12:35 PM, 1:35 PM,1615,2022-04-25 18:02:20.936,10
11:31 AM,12:01 PM,12:31 PM,2672,2022-04-25 18:02:27.192,15
11:28 AM,11:58 AM,12:28 P,2671,2022-04-25 18:02:29.151,15
arriving,11:31 AM,12:01 PM,2674,2022-04-25 18:04:01.763,15
11:04 AM,11:33 AM,12:03 PM,2675,2022-04-25 18:04:03.819,15
11:06 AM,11:35 AM,12:05 PM,2676,2022-04-25 18:04:05.251,15
11:21 AM,11:49 AM,12:19 PM,1617,2022-04-25 18:04:05.962,18
11:19 AM,11:48 AM,12:18 PM,2102,2022-04-25 18:04:07.696,18
11:22 AM,11:51 AM,12:21 PM,1616,2022-04-25 18:04:58.367,18
11:24 AM,11:52 AM,12:22 PM,1615,2022-04-25 18:04:58.730,18
11:08 AM, 1:03 PM, 1:08 PM,1617,2022-04-25 18:05:03.718,20
11:28 AM,11:56 AM,12:26 PM,2448,2022-04-25 18:05:04.611,18
11:06 AM, 1:02 PM, 1:07 PM,2102,2022-04-25 18:05:06.649,20
11:12 AM, 1:06 PM, 1:11 PM,1615,2022-04-25 18:05:09.272,20
11:09 AM, 1:04 PM, 1:09 PM,1616,2022-04-25 18:05:57.659,20
11:15 AM, 1:10 PM, 1:15 PM,2448,2022-04-25 18:05:58.969,20
11:22 AM,11:52 AM,12:22 PM,2671,2022-04-25 18:06:01.079,19
11:24 AM,11:54 AM,12:24 PM,2672,2022-04-25 18:06:02.469,19
11:27 AM,11:56 AM,12:26 PM,2675,2022-04-25 18:06:04.579,19
11:26 AM,11:55 AM,12:25 PM,2674,2022-04-25 18:06:51.001,19
11:29 AM,11:58 AM,12:28 PM,2676,2022-04-25 18:06:54.737,19
12:31 PM, 1:31 P, 2:31 PM,1616,2022-04-25 19:00:56.157,10
12:33 PM, 1:33 PM, 2:33 P,1615,2022-04-25 19:00:59.865,10
12:02 PM,12:33 PM, 1:33 PM,2672,2022-04-25 19:01:06.937,15
12:29 PM, 1:29 P, 2:29 PM,1617,2022-04-25 19:01:41.445,10
12:36 PM, 1:36 P, 2:36 P,2448,2022-04-25 19:01:53.173,10
arriving,12:30 PM, 1:30 PM,2671,2022-04-25 19:01:59.067,15
12:04 PM,12:36 PM, 1:36 PM,2674,2022-04-25 19:02:08.185,15
12:08 PM,12:39 PM, 1:39 PM,2676,2022-04-25 19:02:12.745,15
12:27 PM,12:56 PM, 1:26 PM,1616,2022-04-25 19:02:18.585,18
12:06 PM,12:37 PM, 1:37 PM,2675,2022-04-25 19:02:25.475,15
12:23 PM,12:52 PM, 1:22 PM,2102,2022-04-25 19:03:03.257,18
12:25 PM,12:54 PM, 1:24 PM,1617,2022-04-25 19:03:05.675,18
12:30 PM, 1:29 P, 2:29 PM,1615,2022-04-25 19:04:33.413,18
 1:00 PM, 1:05 PM, 4:05 PM,2102,2022-04-25 19:04:39.602,20
arriving,12:33 PM, 1:31 PM,2448,2022-04-25 19:05:25.334,18
 1:01 PM, 1:06 PM, 4:06 PM,1617,2022-04-25 19:06:07.027,20
 1:07 PM, 1:12 PM, 4:12 PM,2448,2022-04-25 19:07:14.129,20
12:23 PM, 1:23 PM, 2:23 PM,2671,2022-04-25 19:07:19.723,19
12:28 P, 1:28 PM, 2:28 PM,2674,2022-04-25 19:07:25.898,19
12:30 PM, 1:30 PM, 2:30 PM,2675,2022-04-25 19:07:32.482,19
12:32 PM, 1:32 PM, 2:32 PM,2676,2022-04-25 19:07:36.910,19
 1:02 PM, 1:07 PM, 4:07 PM,1616,2022-04-25 19:07:56.458,20
 1:04 PM, 1:09 PM, 4:09 PM,1615,2022-04-25 19:07:58.973,20
12:26 PM, 1:26 PM, 2:26 PM,2672,2022-04-25 19:08:09.175,19
 1:37 PM, 2:37 PM, 3:37 PM,2448,2022-04-25 20:00:35.397,10
 1:05 PM, 1:34 PM, 2:04 PM,2672,2022-04-25 20:00:37.283,15
 1:30 P, 2:30 PM, 3:30 PM,1617,2022-04-25 20:01:18.957,10
